service_type,is_mix_service,online_time,1_total_fee,2_total_fee,3_total_fee,4_total_fee,month_traffic,many_over_bill,contract_type,contract_time,is_promise_low_consume,net_service,pay_times,pay_num,last_month_traffic,local_trafffic_month,local_caller_time,service1_caller_time,service2_caller_time,gender,age,complaint_level,former_complaint_num,former_complaint_fee,current_service,user_id
4,0,44,175,175,174.95,186.25,5361.54773,0,1,24,0,4,4,250,4259.128086,4889.648013,97.6,0,164.9666667,2,22,0,0,0,89950167,YsKd6FLTqCeHS9RO
4,0,249,114.7,123.78,106.3,107.85,1147.591175,0,1,24,0,4,1,47.3,941.8462706,955.91321,284.2333333,63.66666667,223.2833333,1,41,1,1,6000,89950167,YVdCT5ryhJpeKP3v
4,0,63,451.76,315.18,670.26,346,5247.192121,0,0,0,0,4,2,300.08,72.27207661,5248.312486,16.68333333,3.833333333,16.68333333,1,0,0,0,0,99999827,Zr96bonFlfYdWi5j
4,0,5,106,106,106,106,515.2261381,0,3,12,1,4,2,150,1024,0,0,0,98.55,1,39,0,0,0,89950167,d0kgTMLX8QOoAqhp
4,0,102,406,428.8,406,406.5,3993.990057,0,1,24,0,4,1,291.8,6748.786714,1245.867046,82.81666667,0,662,1,29,0,0,0,99999825,A8JbkBYUNWenVqM0
1,0,13,43.3,45.5,37,48.9,0,1,0,0,0,4,2,40,0,467.445337,5.25,7.6,0,1,50,0,0,0,90063345,Lm4MxJZ2T3oc8sWO
4,0,26,296,296,296.1,296.3,26.6903677,0,0,0,0,4,1,300,4096,26.690368,0,0,0,2,38,0,0,0,99999825,PWh1Yy0SwgznA5JH
1,0,11,50.5,86.3,50.1,58.1,0,1,0,0,0,4,5,50,0,0,0,3.116666667,0,1,21,0,0,0,90063345,QNoiGFsuz4VjmXCO
4,0,13,206,55.97,241.08,180.95,8676.16096,1,3,12,0,4,3,300,107.3722258,8324.720389,33.63333333,0,57.61666667,2,22,0,0,0,89950166,7gjZcKJUthXiHr1d
1,0,5,72.4,56.1,48.4,34.14,0,1,0,0,0,4,2,40,0,8626.150781,3.066666667,40.7,0,2,21,0,0,0,90063345,rb2hmyYnMlaQNGB4
1,0,6,52.1,68,33.4,54.2,0,1,0,0,0,4,2,60,0,0,0,23.81666667,0,1,26,1,1,0,90063345,Wby8lcHfqijxptEO
4,0,44,70,70,70,70,3557.623203,0,3,12,1,4,2,200,800,2818.155543,7.266666667,67.1,171.2,1,35,0,0,0,89950166,3fYLBh9EsHtI2nvo
4,0,134,80.15,74.75,56,58.25,671.5589828,0,1,24,0,4,1,50,500,195.936935,33.5,128.4,77.18333333,1,45,0,0,0,89950168,4kl3yxXTDp6BEHjQ
4,0,88,106,121.67,166,166,854.8181629,0,1,24,0,4,1,100,0,848.140748,62.1,0,100.7833333,2,30,0,0,0,89950167,juP84Yn6Rehb0TxS
1,0,13,30.7,29.2,34.1,35.7,0,1,0,0,0,4,2,60,0,11581.63289,0,4.083333333,0,1,42,0,0,0,90063345,mGNQ48KCbFLo62er
4,0,90,136.1,136,136,136.4,399.8666058,0,1,24,0,4,2,136,1024,37.739805,36.83333333,0,257.4,0,0,1,1,0,99999828,XsmL9TItdahNCGbn
4,0,75,130.45,148.65,126.49,203.01,5740.286457,0,3,12,1,4,3,200.05,0,5702.438052,388.65,25.56666667,414.1166667,2,29,0,0,0,99999827,o5NfAvjEdHCPQKGc
4,0,8,43.1,63.24,60.1,71.35,732.8148298,0,12,7,0,4,1,50,0,0,0,0,66.35,1,26,0,0,0,89950166,1UdxifEMXHvNZpzs
1,0,7,60,56.8,50.6,45.6,0,1,0,0,0,4,1,100,0,10240.80692,18.01666667,14.45,12.7,1,24,0,0,0,90063345,Dr4f0SiPeMwIYtkg
4,0,29,196.58,246,125.98,206.6,3015.010021,0,3,12,1,4,3,500,0,2978.97302,47.93333333,0,49.7,2,25,0,0,0,99999827,Y68n2aZGUCt0EyDB
1,0,15,34.2,48.1,56.7,35.7,1524,1,0,0,0,4,2,40,0,4362.429686,8.166666667,25.36666667,0,1,23,0,0,0,90063345,s0K5EWhdyfD9YrNX
4,0,134,60,60,60.1,60,294.4813824,0,3,12,0,4,2,200,800,294.483944,77.63333333,0,103.5166667,1,50,0,0,0,89950166,ZVF1lc05jHWTaw3P
4,0,40,166,166,151,174.64,783.3805428,0,1,24,0,4,2,300,2048,458.393596,12.61666667,0,13.7,2,32,0,0,0,99999827,HGE8K6xTsUzOmbp9
1,0,6,69.5,112.9,103.9,84.9,0,1,0,0,0,4,3,90,0,0,0,60.41666667,0,1,16,0,0,0,90063345,Mm5KgRO4ALb9evQj
4,0,33,126,126,126.1,132.5,2163.137142,0,3,12,0,4,3,250,1577.334503,2162.054078,86.61666667,0,191.2333333,2,25,0,0,0,99999827,9UF5zW0l6cuNXsZo
4,0,134,132,132,132.05,137.05,943.2273102,0,1,24,0,4,2,95.05,942.4039841,949.474068,63.23333333,0,114.7166667,2,63,0,0,0,89950167,HB7RnFG8OaoEZPex
1,0,9,108,102.3,111.8,89.1,0,1,0,0,0,4,1,50,0,31961.82304,1.366666667,0,22.75,1,38,0,0,0,90155946,sWlKk85g1Pu9Un6D
4,0,182,151,151.2,151,151.2,0,0,1,24,0,4,1,161.2,0,422.922143,268.65,0,363.6166667,1,44,1,1,0,99999828,bsSQjv4GHA9qPLpX
1,0,6,89.3,157.7,58.5,24.8,0,1,0,0,0,4,1,50,0,35782.68663,4.983333333,31.3,0,1,39,0,0,0,90063345,JHuMo2xn1il7IsO5
1,0,4,38.1,36.3,1.3,0,397.1630564,0,0,0,0,4,1,100,2048,492.646165,58.56666667,0,59.76666667,1,44,0,0,0,90109916,qoMNDacbApiPYltf
4,0,14,65,43.2,43.2,36,529.7787609,1,0,0,0,4,1,50,0,0,0,0,1.65,2,36,0,0,0,89950168,Q03qa5corNi7WUjP
4,0,99,296,296.1,296,340.5,0,0,1,36,0,4,3,300,0,0,0,0,190.7666667,1,39,0,0,0,99999825,KhRauNCkzGoL76Pe
4,0,46,165.69,188.2,159.85,216.8,2408.277609,0,1,24,0,4,2,60,1024,2297.557109,112.2166667,39.56666667,463.55,1,23,0,0,0,99999828,VuWptvSE8QGnLcN1
1,0,7,123.8,191.7,92.3,146.2,0,1,0,0,0,4,4,130,0,1046.918115,82.61666667,478.8666667,34.08333333,1,30,0,0,0,90063345,TWRhuHfOGco2XC4N
4,0,52,166.1,168.1,186,166.7,1000,0,1,36,0,4,2,100,0,170.6914,0,0,289.1166667,1,36,0,0,0,99999827,PN2dRw5mJa4zVgZx
4,0,63,76,76,135.3,285,1223.848478,0,9,12,0,4,1,100,133.8761692,1014.562283,17.58333333,0,46,1,20,0,0,0,89950166,iTrgRjzvS6INoHUQ
1,0,10,48.3,56,81.5,59,0,1,0,0,0,4,2,80,0,0,0,87.6,0,2,43,0,0,0,90063345,YISWczseJO7fMZpR
4,0,26,196,196,196,196,0,0,0,0,0,4,1,200,0,19.924384,3.866666667,0,42.05,1,32,0,0,0,99999826,RUrdNnp5SYiQVWkM
4,0,29,406.46,517.24,179.96,180,10866.93839,1,12,36,1,4,4,400.04,0,10439.07394,258.8,166.6666667,119.7333333,1,28,0,0,0,89950166,elCxTPVISzvRgEFq
4,0,77,296,296,305.3,296,5307.081667,0,1,30,0,4,1,185,4096,3212.797224,320.1833333,0,528.9,1,40,0,0,0,99999825,NYy3emtCpWwqMEhU
4,0,13,53.65,47.55,36,47.7,1058.153588,0,3,12,0,4,5,0.05,500,187.180109,71.03333333,0,72.01666667,1,33,0,0,0,89950168,8RnBGhwptxlkyOTA
1,0,5,53.1,69.9,14.58,24.8,0,1,0,0,0,4,2,40,0,13254.54515,3.333333333,6.75,0,1,28,0,0,0,90063345,qvTF24te06PazXsc
4,0,87,112.48,107.45,168.46,162.9,1024,0,1,24,0,4,1,300,0,1289.760187,30.8,0,30.8,2,39,0,0,0,89950167,tkwYCuE2vlLibKHj
1,0,13,68,81.5,86.4,88.5,1024,1,0,0,0,4,1,100,0,5447.135932,399,0,420.9833333,1,30,0,0,0,90155946,kUzc3MAYdQTsnh6f
4,0,21,79.86,118,118,118.1,1369.832989,0,12,20,0,4,3,1160,3072,1371.817268,9.6,0,9.6,0,28,0,0,0,99999826,5GOZBFN0vtTsqRUp
4,0,90,136,136.1,136,136.1,1480.703969,0,1,24,0,4,1,200,0,1480.679614,56,0,75.2,2,34,0,0,0,99999828,jKQMJ7n0pufoOedr
4,0,83,115.9,116.8,130.9,140,0,0,3,12,1,4,1,100,0,46336.37761,138.2833333,0,240.25,1,27,1,1,0,99999828,3n2fvWbE7F0gCyVo
1,0,12,44.1,33,31.4,45.2,0,1,0,0,0,4,1,50,0,0,0,4.883333333,0,1,21,0,0,0,90063345,yqRYBblTJ0mtCEep
1,0,5,32.4,33.13,16.04,24.35,0,1,0,0,0,4,1,30,0,1181.748312,1.433333333,17.41666667,0,2,29,0,0,0,90063345,mDqteVGMBd6WAvsg
4,0,57,116,82.44,56,56.47,8512.895071,0,3,12,0,4,1,100,0,3558.551764,1.1,0,104.6166667,1,29,0,0,0,89950166,cAYO9HyftG2KVbCS
4,0,36,296,296,296,296.1,84.16678905,0,1,36,0,4,1,163,4096,84.166789,31.18333333,0,31.18333333,0,0,0,0,0,99999825,agA7q31DctfiMmQX
1,0,17,61.3,77.8,64.3,68.3,0,1,0,0,0,4,1,50,0,414.688589,1.25,17.85,0,2,18,0,0,0,90063345,kqETgnhp9QrPBVCs
4,0,54,146,101.75,86.1,86,1660.087365,0,3,12,0,4,2,290,116.9052839,0,0,0,192.55,1,34,0,0,0,89950167,ZbcWuYrdM9eTiD8o
4,0,30,280,110,100.1,100.1,4113.004699,0,9,12,1,4,1,100,800,0,0,0,22.06666667,1,19,0,0,0,89950166,9nihPWdGRlONyYw1
1,0,8,73.6,73.9,47.7,49.6,0,1,0,0,0,4,2,80,0,0,0,7.083333333,0.8,1,25,0,0,0,90063345,IvTpoKnY1eX7BSGM
1,0,15,58.3,76.4,56.5,66.4,0,1,0,0,0,4,2,60,0,7072.768291,0.583333333,45.96666667,0,1,20,0,0,0,90063345,OfJ2UFsc5ePvSbMn
4,0,36,182,197,197.04,258.8,4506.084269,0,12,18,0,4,2,200,11264,3452.363625,19.48333333,0,30.8,2,27,0,0,0,99999826,Os2EMFl6xzeTwPk4
1,0,13,89.6,76.4,78.5,93,0,1,0,0,0,4,1,100,0,33893.65351,21.53333333,149.6666667,0,1,26,0,0,0,90063345,HQYdvXZxVP1T3pNG
4,0,72,89.49,96.35,76.1,89.25,1805.389431,0,9,12,0,4,1,0.05,0,1808.523547,317.6333333,52.98333333,294.9666667,1,31,0,0,0,89950166,qEa7NWGjC8ymxXfB
1,0,5,40.5,16.72,21.05,21.7,500,1,0,0,0,4,4,41,0,13001.4903,1.033333333,8.666666667,0,1,22,0,0,0,90063345,KVFokRP0Db9s5Gn3
1,0,7,89.7,111.4,102.3,90,0,1,0,0,0,4,2,100,0,38945.24143,57.06666667,0,95.76666667,1,20,0,0,0,90155946,jObAcgL3aV8oxtuW
4,0,63,103.35,162.4,60.8,56,773.8018951,0,0,0,0,4,1,100,0,0,0,149.6666667,317.0666667,2,28,0,0,0,89950166,otPfkc2s4AKjp3N9
4,0,183,56,116,76,76,236.1737766,0,3,12,0,4,1,100,0,237.940158,28.56666667,0,28.56666667,1,64,1,1,0,89950166,jaCHtAmFEfQowKsd
4,0,43,135.95,167.75,135.95,160.75,3218.862044,0,9,12,0,4,1,0.05,505.6383333,2983.545089,240.5333333,0,383.85,1,35,0,0,0,99999828,ilyCuYXRbg47dQB3
1,0,4,28.26,11,21.1,19.89,0,1,0,0,0,4,1,0.25,0,3593.660374,0,0,0,2,33,0,0,0,90063345,xJvF9agORdkhcS1p
1,0,9,38.2,41.7,32.2,37.4,0,1,0,0,0,4,3,30,0,4050.941458,15.55,17.23333333,0,2,17,0,0,0,90063345,YJmO6WZ4Kg5qXQIV
1,0,11,61.9,56.7,50,55.9,0,1,0,0,0,4,2,60,0,12999.89154,8.033333333,108.3833333,0,2,29,0,0,0,90063345,6qKbNmlexEIWSs3r
1,0,16,76.8,91.9,53.7,78.4,0,1,0,0,0,4,2,100,0,44315.1643,33.83333333,121.9,0,2,21,0,0,0,90063345,6vXhADCpGnsmlK0Z
1,0,18,30,42.3,42,46.3,0,1,0,0,0,4,1,30,0,0,0,4.933333333,68.05,1,35,1,1,0,90063345,Z4NTQ5pX0EcKLvbt
4,0,84,131.03,130.23,130.54,100.1,0,0,12,24,0,4,1,0.07,0,2286.704022,361.0833333,2.8,382.5333333,2,35,2,1,0,99999827,Mspi1ZtzgBIvoa45
1,0,5,61.2,68.9,27.77,35,0,1,0,0,0,4,1,50,0,11118.1094,29.86666667,61,0,1,54,0,0,0,90063345,nspembw9JStB7ji2
1,0,7,58.6,65.8,67.9,65.6,500,1,0,0,0,4,2,60,0,1602.355587,5.15,123.95,0,1,29,0,0,0,90063345,EaylUoqsLGCY48fZ
1,0,13,103.5,72.2,151.8,155.9,7.116223335,0,0,0,0,4,1,100,2048,7.345991,3.083333333,675.65,63.9,2,57,0,0,0,90109916,gkS0EHqQLG7jnraA
1,0,14,49.2,60.1,50.4,54.7,0,1,0,0,0,4,2,20,0,27944.05686,16.28333333,0,23.56666667,1,22,0,0,0,90063345,TChWrubBieOQRL7S
4,0,29,106,105.95,106,182.95,1207.043047,0,1,24,0,4,3,200,1024,0,0,0,160.9833333,1,44,0,0,0,89950167,8Wd9zEKjPBUv5ZbO
4,0,46,70,84.1,55.15,75.4,407.2303152,0,12,36,0,4,3,200,800,0,0,134.5,158.1833333,1,48,0,0,0,89950166,UEzMsNcBQmeqKkTG
4,0,27,56,56,36,36,0,0,0,0,0,4,3,128,500,0,4.333333333,0,7.55,1,50,0,0,0,89950168,6dtEeVuZnCOJPor7
4,0,14,105.98,106,106,135,0,0,1,24,0,3,2,0.02,0,0,0,0,0,1,24,0,0,0,89950167,HWbja3S96woz1QOr
1,0,9,29.4,67.2,47.6,49.2,0,1,0,0,0,4,1,20,0,563.211488,3.8,12.76666667,0,2,24,0,0,0,90063345,NVYBfoQ4ryR1PsGu
4,0,10,195.92,199.18,196,196,0,0,1,24,0,4,3,300.08,0,1424.877805,0,0,2.683333333,0,0,0,0,0,99999826,LGd7P0CH4JgE5teV
4,0,131,306.05,263.25,206.25,433.55,5509.172784,0,9,12,0,4,1,0.05,1038.372283,3151.766301,274.9333333,0,628.1333333,1,44,0,0,0,99999826,dVMq9DKgiYQTUseS
4,0,31,84,84.1,84,84,263.4114122,0,0,0,0,4,3,110,800,266.491159,101.9,0,110.6333333,1,38,0,0,0,99999830,5x3tClioPAMOaK6R
4,0,61,136,136,121.94,146,9040.484822,1,1,24,0,4,1,100,0,9040.487132,18.53333333,0,153.1666667,1,29,0,0,0,89950167,yf8YUmo4qraJiKNZ
4,0,134,77.1,77.54,77,77.3,601.3296623,0,1,24,0,4,1,200,0,0,0,0,138.7,1,53,0,0,0,89950166,35sYgqTQ7bep9MOU
4,0,51,425.97,493.83,485.93,466.27,5295.600567,1,1,30,0,4,2,493.83,0,2563.61935,2.416666667,0,229.35,0,0,0,0,0,99999828,RY2QUXFhk0ets7zV
4,0,90,237.8,237.88,226,406.1,1118.663213,0,1,30,0,4,1,0.08,2262.994678,961.453915,49.85,10.16666667,328.6333333,0,0,0,0,0,99999826,ERyF9vNhCz4jLuAp
1,0,4,44.12,14.34,21.1,14.56,0,1,0,0,0,4,1,30,0,21784.30247,2.45,32.51666667,0,1,29,0,0,0,90063345,j0pxSlZhYNQJ678U
1,0,9,52.4,76.1,104.7,80,0,1,0,0,0,4,2,60,0,18188.93215,13.06666667,20.93333333,0,1,27,0,0,0,90063345,8Hhn0pJw2KUfviLN
1,0,8,48.8,60.7,57.9,49.3,0,1,0,0,0,4,3,70,0,3739.092869,0.833333333,16.46666667,0,2,19,0,0,0,90063345,ZmzG6E2ShnifNkoV
4,0,106,86.5,88.9,88.75,95.5,0,0,1,24,0,4,2,150,800,0,121.9833333,52.26666667,158.0333333,1,50,0,0,0,89950166,rF4SknNxh0RJL8Hv
4,0,57,97.2,135.91,252.59,173.6,3535.970081,1,9,12,0,4,2,200,0,3092.013024,34.4,4.683333333,146.0833333,1,25,0,0,0,89950166,z7PLHgbQq5GpaOhM
1,0,7,55.3,50.8,37.6,70.5,0,1,0,0,0,4,1,30,0,19279.82057,2.416666667,33.55,0,2,21,0,0,0,90063345,Nf6baBCtqZkJXhKj
1,0,5,52.4,24.64,24.85,22,0,1,0,0,0,4,1,100,0,5810.480609,0.316666667,4.816666667,0,1,23,0,0,0,90063345,EDzkq4iGrfPOM8dy
1,0,10,36.6,42.7,26.7,19,0,1,0,0,0,4,1,30,0,0,0,8.3,2.65,2,28,0,0,0,90063345,vZD6Sjx3LUNEVa1d
4,0,57,115.46,5,20,140,1024,0,0,0,0,4,1,30,0,0,0,0,1.933333333,1,27,1,1,10100,89950167,i5UV7Ck4jFYNDQyu
1,0,13,60,83.5,54,58.9,1024,1,0,0,0,4,1,30,0,38752.88299,7.416666667,29.58333333,0,1,20,0,0,0,90063345,5YwgMWReJjhNc6vL
4,0,60,110.53,115.25,123.9,113.75,4427.203166,0,12,17,1,4,7,300.33,0,9701.327277,139.8333333,9.283333333,132.9333333,2,24,1,1,0,99999827,lHCA0vxBhL7aEUoG
1,0,6,30.26,7.37,10.85,11.35,0,1,0,0,0,4,1,50,0,8907.830864,0,0,0,1,19,0,0,0,90063345,auCHsRlkyx6i8bUV
1,0,13,36.2,60.4,37.5,43.2,2964.460651,0,0,0,0,4,1,30,0,3436.674327,120.9333333,0,169.3333333,2,25,0,0,0,90109916,RgfWr1Pp6O7UKAti
1,0,10,45.1,48.6,34.9,54.4,0,1,0,0,0,4,1,50,0,4730.903239,0.483333333,0,0.483333333,1,26,0,0,0,90063345,jBo24f1lcixSVz63
1,0,8,36.2,36,39,36.2,2723.64971,0,0,0,0,4,1,30,830.963419,0,0,0,5.866666667,1,22,0,0,0,90109916,4WlbRPJYAnSUgoGu
1,0,12,146.1,92.6,91.8,238.5,0,1,0,0,0,4,2,200,0,0,0,0,99.71666667,1,25,2,1,0,90155946,5jAmVNdErngY4cBR
1,0,11,19,36.3,22.4,20.5,214.784297,1,0,0,0,4,1,50,0,0,0,0,0,1,41,0,0,0,90063345,YdwnbLS8t7gizpWI
4,0,21,56.1,56,56,56,563.236578,0,3,12,0,4,2,50,573.4317675,563.236578,9.616666667,0,14.01666667,1,55,0,0,0,89950166,H4SB8ejN9Vwlp12y
4,0,56,288.65,225.2,193.95,207.4,3483.407724,0,3,12,0,4,4,500,132.3043318,2498.71173,176.55,20,363.0333333,1,44,0,0,0,99999828,OSpxvMD1ZzPfl7U0
4,0,9,16,16,16,36,0,0,3,12,0,4,2,20,500,0,0,0,14.4,2,32,0,0,0,89950168,sSCWHGMvxQo8P5b1
4,0,6,95,95.1,95,135,368.5594587,0,1,24,0,4,1,95,0,0,0,0,146.85,0,0,0,0,0,99999828,ncDkYdxJNoiTp2AH
1,0,7,79.3,40.1,52.3,41.7,0,1,0,0,0,4,5,120,0,0,0,54.45,0,1,25,0,0,0,90063345,3M7CD2v1qNWuAeFs
4,0,10,106,116,109.78,136,772.7373333,0,3,12,0,4,2,80,0,753.9737,0.916666667,0,59.25,2,21,0,0,0,89950167,SnTZY82yXpLFKVlD
4,0,235,231.85,251.9,203.4,265.15,3527.738057,0,1,36,0,4,2,0.05,302.36936,3060.614566,345.1833333,79.4,356.1833333,1,59,0,0,0,99999826,csyCZ3MJbtrYPj95
1,0,4,36,36,1.7,0,3358.230517,0,0,0,0,4,1,20,1871.620655,3442.349972,0.383333333,0,0.85,1,33,0,0,0,90109916,s1Vz57gSn8v0qjR4
1,0,18,82.2,70.7,64.2,70.9,1024,1,0,0,0,4,1,20,0,51443.29169,0.533333333,91.76666667,0,1,23,0,0,0,90063345,oCqdTtsZYfJH7jmy
1,0,13,62.9,58.1,55.1,91.6,0,1,0,0,0,4,2,100,0,40839.65647,73.91666667,89.81666667,0,1,26,0,0,0,90063345,0gpjL5Nos9DQHmkB
1,0,5,83.9,56.4,42.9,64.7,0,1,0,0,0,4,1,10,0,1821.297692,23.08333333,293.75,0,2,23,0,0,0,90063345,yZEc2WV5uDiRfT7Y
4,0,7,69,69,69,69.1,108.0931673,0,12,8,0,4,2,160,1024,108.093167,0,0,0,2,68,0,0,0,89950167,BYLX6Kk25DpcOUNE
1,0,16,40.3,29.6,28.6,19,0,1,0,0,0,4,1,30,0,2536.992024,1.166666667,1.166666667,0,1,22,0,0,0,90063345,6hOeIWCgQsUAxF30
4,0,85,136,136.1,135.98,157.1,176.0810995,0,9,12,0,3,1,300,1024,176.0836,56.83333333,0,75.88333333,1,38,0,0,0,99999828,3VECTdrUe9yGbv04
1,0,8,64.9,63.1,55.6,50.7,0,1,0,0,0,4,2,50,0,17695.22348,0,0,0,1,55,0,0,0,90063345,4qF6e19rdsbwAalK
4,0,69,85.22,88.79,56,56,1200,0,3,12,0,4,2,110,0,109.465057,0,55.31666667,156.0333333,2,24,0,0,0,89950166,RwqmQrJgoGle2vap
4,0,104,182.06,140,156,152.35,2181.389202,0,1,36,1,4,2,10,386.4730549,1628.919988,32.25,8.416666667,279.8666667,1,39,1,1,0,99999828,GWVb6JxflmHk23eF
1,0,8,81.1,56.6,37.9,51.31,0,1,0,0,0,4,6,80,0,16628.51336,35.56666667,215,0,1,21,0,0,0,90063345,nz0g8THeqdcZKIwy
4,0,34,41.1,36,36,41.65,711.9741011,0,3,12,0,4,2,30,500,297.146885,80.7,32.48333333,78.65,1,41,0,0,0,89950168,RgpwqrVLEIKdPyeX
4,0,29,91.1,101.95,145.8,108.55,407.0027294,0,0,0,0,4,3,200.05,595.151679,400.50594,149.1333333,75.65,161.0666667,1,40,1,2,8190,99999830,bmBenGqr9HNRT3sx
4,0,20,141,141,141,201,1361.593174,0,0,0,0,4,1,141,1024,0,0,0,208.25,0,0,0,0,0,99999828,BuKFsdaz1EeDVolZ
4,0,52,171,111,120.9,211.05,0,0,1,24,0,4,3,200,0,1975.340611,6.6,0,159.3333333,1,25,0,0,0,89950167,bt6RDFBJUWSGKseP
4,0,111,127,106,106,106,2977.301294,0,1,24,0,4,4,220,126.8548832,696.59592,11.66666667,0,162.4,1,26,0,0,0,89950167,Ij1CPo0AYuq4cWyZ
1,0,13,49.6,64,36.1,26.4,0,1,0,0,0,4,1,30,0,6285.412157,13.55,26.73333333,13.55,2,27,0,0,0,90063345,MpzYseSLWuA3G0NO
4,0,134,123.25,130.55,110.3,113.65,0,0,1,24,0,4,2,130,0,935.67541,170.85,82.51666667,221.2666667,1,42,1,1,0,89950167,UhD83S9xQARCe0sl
1,0,5,37.4,71,23.19,24.56,0,1,0,0,0,4,1,20,0,1346.395396,1.733333333,3.75,0,1,31,0,0,0,90063345,F2sLUuD8SOTni5cy
4,0,12,36,36,36,36,0.006108284,0,3,12,0,2,2,114.2,500,0.006108,11.81666667,0,11.81666667,1,62,1,1,0,89950168,C8DVqiafz0Qe6nEt
1,0,9,47.4,71.6,83.4,64.4,0,1,0,0,0,4,1,50,0,6635.183161,34.66666667,90.5,0,1,18,0,0,0,90063345,dpHLYRXPJhv1nObz
4,0,19,77.9,82.3,75.96,82.5,805.7065201,0,0,0,0,4,2,80,0,805.712645,9.75,0,10.48333333,2,24,0,0,0,89950166,9L1AwSURHnk0QgIy
4,0,57,321.73,294.05,351.56,322.25,4156.477111,1,1,36,0,4,4,400.07,0,0,0,219.65,397.8833333,2,29,0,0,0,99999826,6ufIh0sXCv3PMU82
4,0,76,144.4,160.7,137.3,193.6,314.2997122,0,0,0,0,3,2,250,940.2309933,297.509405,263.7666667,0,265.6,1,41,0,0,0,99999828,t3HDhCLoEbcvsgBG
1,0,12,74.3,58.2,37.1,51.2,0,1,0,0,0,4,2,100,0,0,0,258.2,0,1,23,0,0,0,90063345,4B0r2NhbC7EjguAK
4,0,94,96.44,86.86,85,106.63,800.9999971,0,1,36,0,4,1,100,0,938.257168,11.36666667,0,11.36666667,1,35,0,0,0,89950166,6bOMIra9eRvBqJY4
1,0,7,107.6,69.7,77.2,68.5,8258.00227,1,0,0,0,4,4,130,0,8056.897916,110.35,37.63333333,88.35,1,22,0,0,0,90109916,rtVNBfc953X2bsE8
1,0,17,51.4,58.2,42.9,53.7,0,1,0,0,0,4,2,40,0,2520.915342,2.766666667,26.4,1.033333333,2,21,0,0,0,90063345,2k3AIp4DbNlE5izR
1,0,7,61.9,74.8,24.1,64.1,0,1,0,0,0,4,2,130,0,20215.95983,0.483333333,54.2,0,2,43,0,0,0,90063345,W2k57aJZoYAysQOt
4,0,97,136,194.9,196,136.1,1021.733981,0,0,0,0,4,1,300,0,1021.926655,30.15,0,139.15,1,30,0,0,0,99999828,16ztfZ9lXcpkQnTL
4,0,94,210.93,111.27,141.1,111,2443.060469,1,3,12,0,4,3,200.07,0,2357.521831,78.65,0,160.1333333,1,33,1,2,0,99999828,qpXPSkahTJ4QnKCO
1,0,18,59.8,61.7,55.7,61.2,1524,1,0,0,0,4,1,50,0,25244.86691,3.916666667,147.35,0,1,22,0,0,0,90063345,LPdyxMrDVoa4K5cC
1,0,18,51.1,57.2,34.6,45.5,0,1,0,0,0,4,1,30,0,12628.94959,0.216666667,0.216666667,0,1,20,0,0,0,90063345,pBUMdi2P8NhTYcj3
1,0,4,136.3,94.9,38.7,0,12356.96829,1,0,0,0,4,4,130,0,13386.70811,8.183333333,0,68.25,1,18,0,0,0,90109916,5aNKrc6jFdfZvqus
4,0,134,84.62,240.48,209.02,80,0,0,1,24,1,4,10,1000,800,0,0,2.383333333,0,1,60,0,0,0,89950166,Qew6MoZPA9rcCyqV
4,0,14,118,118,148.1,128,2366.558251,0,12,18,0,4,3,150,2031.343514,1399.354186,2.616666667,0,141.0166667,1,18,0,0,0,99999826,DCyNAVMofKQPOnjR
4,0,93,101,221.1,101.2,116.6,3779.37793,0,3,12,1,4,2,100,0,3779.077191,179.95,0,315.6,1,48,0,0,0,99999828,l0y6itXB9MvsSn24
1,0,6,71.3,92.9,54.4,90.5,0,1,0,0,0,4,3,70,0,3684.19976,20.7,146.2833333,0,1,23,0,0,0,90063345,srCDuzMnbA5gkiqf
1,0,11,79.6,138.4,51,85.4,0,1,0,0,0,4,2,60,0,38546.74385,9.9,14.2,0,1,27,0,0,0,90063345,NCaUl48ndqXwjTxm
4,0,11,76,76,76,80.32,1397.923043,0,3,12,0,4,2,100,800,1172.772098,0,0,0,2,51,0,0,0,89950166,L9WQJTN4Fw2oXKA5
1,0,18,42,73.5,61.9,38.4,0,1,0,0,0,4,1,20,0,41855.08343,11.86666667,11.86666667,0,2,22,0,0,0,90063345,3dyNnkUBeVaQAToY
4,0,45,196,170.6,190.6,226,2147.857206,1,0,0,0,4,1,200,0,28.774539,20.31666667,0,82.6,1,22,0,0,0,99999827,tCa9jkIfPsME0STV
4,0,75,176.2,165.95,202.9,144.65,1835.107157,1,9,12,0,4,3,230,0,134.821799,25.96666667,46.26666667,356.7,1,27,0,0,0,89950167,evby5nG98acsOt2T
1,0,7,37.7,34.8,4.32,15.95,0,1,0,0,0,4,1,30,0,16374.86118,1.9,1.9,0,1,35,0,0,0,90063345,m1vyip50MTeS4IZq
1,0,5,9.13,25.44,9.5,9.5,0,0,0,0,0,4,2,40,0,0,0,0,0,1,22,0,0,0,90063345,unVD7lyKUafvidrM
4,0,23,76,76,76,76.1,510.629982,0,1,24,0,4,1,100,755.1507559,18.653368,21.26666667,0,139.6166667,2,32,0,0,0,89950166,fNiUK8OBCLFEISAk
4,0,55,16.1,16,16,36,530.6115227,0,3,12,0,4,1,20,244.4881907,469.380879,20.06666667,0,26.6,2,65,0,0,0,89950168,fmOphvj2Tq3Uw8lD
